customer_id,customer_fname,customer_lname,customer_revenue,revenue_per_customer
7425,Rebecca,Smith,"",0.0
7473,Mary,Smith,535.95,535.95
7861,Susan,Chan,912.9100000000001,912.9100000000001
7885,Mary,Shepherd,"",0.0
8246,Johnny,Frederick,"",0.0
8266,Mary,Patterson,869.82,869.82
8514,Mary,Lynch,"",0.0
8849,Daniel,Santos,"",0.0
888,Mary,Smith,"",0.0
8970,Eugene,Contreras,"",0.0
9026,Christopher,Smith,"",0.0
9134,Frank,Smith,"",0.0
9191,Marie,Smith,"",0.0
9249,Jonathan,Costa,"",0.0
9335,Joseph,Smith,649.96,649.96
9406,Mary,Jones,"",0.0
9546,Louis,Holland,"",0.0
9744,Donna,Huff,"",0.0
10480,Robert,Smith,"",0.0
10514,Mary,Page,"",0.0
1062,Philip,Smith,"",0.0
10933,Barbara,Smith,"",0.0
11398,Brian,Smith,"",0.0
11501,Larry,Peterson,"",0.0
11871,Mary,Hall,"",0.0
12137,Eugene,Barrera,"",0.0
12208,Mary,Simmons,"",0.0
12314,Bruce,Smith,"",0.0
12315,Mary,Jones,"",0.0
1283,Ashley,White,"",0.0
1379,Raymond,Harvey,"",0.0
1562,Mary,Dickerson,"",0.0
1609,Kathy,Moore,"",0.0
1794,Paul,Smith,"",0.0
199,Cynthia,Horn,"",0.0
2532,Charles,Smith,"",0.0
2570,Michael,Smith,"",0.0
2630,Willie,Jones,"",0.0
2685,Denise,Smith,"",0.0
2946,Mary,Stanley,"",0.0
3171,Elizabeth,Moss,129.99,129.99
3247,Mary,Pierce,"",0.0
3358,Anthony,Wright,"",0.0
3402,Mary,Wilkerson,"",0.0
3405,Bruce,Paul,"",0.0
343,Douglas,Joseph,"",0.0
3682,Emily,Romero,"",0.0
423,Mary,Weber,"",0.0
4663,Paul,Smith,"",0.0
4703,Shirley,Lewis,529.96,529.96
4833,Mary,Smith,"",0.0
4889,Carolyn,Smith,"",0.0
4972,Matthew,Smith,"",0.0
5034,Rose,Williams,"",0.0
5105,Mary,Smith,"",0.0
5133,Grace,Olson,"",0.0
5366,Lawrence,Brooks,"",0.0
539,Marilyn,Smith,"",0.0
5407,Joshua,Smith,"",0.0
5437,Austin,Estes,"",0.0
5713,Michael,Pope,"",0.0
5849,Mary,Conrad,399.98,399.98
628,Margaret,Olson,"",0.0
6325,Victoria,Smith,"",0.0
6345,David,Miller,1079.93,1079.93
636,Albert,Merritt,"",0.0
6700,Virginia,Walker,557.9100000000001,557.9100000000001
7645,Brandon,Stephens,"",0.0
7827,Jerry,Sandoval,529.89,529.89
808,Mary,Smith,"",0.0
813,Jack,Johnson,"",0.0
8355,Jonathan,Parker,"",0.0
8389,Amanda,Brown,"",0.0
843,Mary,Smith,669.9200000000001,669.9200000000001
8471,Lauren,Smith,"",0.0
856,Dennis,Ramos,"",0.0
8607,Timothy,Smith,849.78,849.78
8613,Mary,Kirk,399.96,399.96
8910,Mary,Smith,"",0.0
9057,Randy,Brown,"",0.0
9724,Mary,Black,"",0.0
9788,Mary,Smith,"",0.0
9930,Nathan,Smith,39.99,39.99
10355,Dennis,Smith,"",0.0
10574,Phillip,Gonzalez,"",0.0
10633,Joyce,Garcia,"",0.0
10664,Mary,Bush,"",0.0
10728,Gloria,Smith,"",0.0
10870,Mary,Haas,"",0.0
11213,Mary,Black,"",0.0
11333,Mary,Jones,"",0.0
11353,Mary,Silva,699.96,699.96
1213,Jason,Smith,929.96,929.96
12155,Catherine,Smith,"",0.0
12355,Victoria,Smith,"",0.0
1536,Mary,Smith,"",0.0
1788,Timothy,Smith,"",0.0
1804,Kathleen,Lee,"",0.0
1941,Mary,Santiago,"",0.0
1982,Kathryn,Nolan,1289.79,1289.79
2013,Mary,Fletcher,"",0.0
2121,Mary,Dillon,"",0.0
2389,Mary,Smith,"",0.0
2610,Virginia,Johnson,"",0.0
2774,Sandra,Smith,954.8700000000001,954.8700000000001
2967,Mary,Smith,"",0.0
3080,Mary,Smith,"",0.0
3504,Mary,Salinas,"",0.0
3565,Johnny,Johnson,"",0.0
3630,Barbara,King,"",0.0
3726,Robert,Smith,"",0.0
3801,Mary,Hendrix,1024.91,1024.91
3936,Mary,Fernandez,"",0.0
4088,Kathleen,Reynolds,"",0.0
4221,Robert,Smith,"",0.0
4343,Donald,Cuevas,"",0.0
4362,Christopher,Clayton,"",0.0
4429,Sara,Graves,"",0.0
4457,Roger,Smith,399.96,399.96
4802,Mary,Smith,"",0.0
4912,William,Mcgee,"",0.0
4925,Julia,Zavala,509.94000000000005,509.94000000000005
4979,Emily,Smith,"",0.0
5515,Mary,Smith,"",0.0
5516,Marilyn,Woods,"",0.0
6007,Edward,Mitchell,"",0.0
6111,Cynthia,Mcbride,729.95,729.95
6124,William,Walter,"",0.0
6182,Pamela,Smith,"",0.0
663,Mary,Smith,419.95000000000005,419.95000000000005
6747,Kathy,Simpson,"",0.0
6823,Mary,Wright,"",0.0
6921,Willie,Stafford,1739.8100000000002,1739.8100000000002
6948,Mary,Smith,"",0.0
7192,Mary,Bowers,"",0.0
7291,Mary,Smith,"",0.0
730,Mary,Drake,"",0.0
7607,Scott,Smith,200.0,200.0
7887,Mary,Keller,"",0.0
7947,Mary,Andrews,"",0.0
8119,Mary,Smith,"",0.0
8372,Jessica,Wilkinson,"",0.0
8482,Julie,Cole,"",0.0
9094,Mary,Vincent,"",0.0
9155,Evelyn,Smith,"",0.0
917,Andrew,Glenn,229.97,229.97
9227,Mary,Ewing,"",0.0
9508,Alan,Smith,"",0.0
9814,Daniel,Smith,"",0.0
9891,Mary,Smith,"",0.0
1013,Frances,Smith,"",0.0
10562,Bruce,Hester,"",0.0
10699,Mary,Lee,779.95,779.95
1070,Shawn,Huffman,"",0.0
10718,Mary,Lambert,129.99,129.99
10802,Mary,Smith,"",0.0
11304,Alexander,Campbell,"",0.0
11632,Mary,Smith,"",0.0
11673,Donald,Smith,"",0.0
11690,Mary,Jenkins,"",0.0
11973,Mary,Alvarez,289.99,289.99
12300,Mary,Lindsey,"",0.0
12372,Rachel,Smith,794.95,794.95
1334,Roger,Dunlap,"",0.0
1427,Eric,Smith,"",0.0
1455,Mary,Gutierrez,"",0.0
1722,Mary,Smith,"",0.0
1888,Julia,Smith,"",0.0
2231,Mary,Freeman,"",0.0
2282,Nancy,Smith,"",0.0
2752,Mary,Hardin,853.8700000000001,853.8700000000001
2773,Linda,Hale,"",0.0
2814,Debra,Morales,"",0.0
2903,Mary,Smith,"",0.0
2991,Julie,Francis,"",0.0
3084,Mary,Fisher,"",0.0
3105,Mary,Stone,"",0.0
3137,Elizabeth,Smith,"",0.0
3191,Kathleen,Tate,"",0.0
3226,Shawn,Schmidt,"",0.0
3509,Mary,Perry,"",0.0
3512,Jennifer,Smith,"",0.0
3663,Beverly,Strong,"",0.0
3770,Mary,Johnson,"",0.0
3879,Melissa,Davis,1149.94,1149.94
3999,Sarah,Coleman,"",0.0
4305,Mary,Smith,"",0.0
4582,Brian,House,"",0.0
4587,Anthony,Smith,"",0.0
4659,Paul,Smith,"",0.0
4693,Wayne,Evans,"",0.0
4949,Mary,Simmons,639.88,639.88
5128,Angela,Franklin,"",0.0
5303,Diana,Shepherd,"",0.0
5538,Lisa,Smith,"",0.0
556,Nathan,Mcbride,"",0.0
5615,Albert,Smith,"",0.0
5773,Mary,Ellis,429.97,429.97
597,Samantha,Smith,"",0.0
6100,Joshua,Blake,"",0.0
6308,Mary,Wu,"",0.0
6453,Mary,Crane,"",0.0
6582,Mary,Williams,"",0.0
6897,Mary,Howard,"",0.0
7041,Nancy,Smith,"",0.0
712,Mary,Ayala,"",0.0
7194,Cynthia,Taylor,699.9300000000001,699.9300000000001
7490,Mary,Smith,"",0.0
7502,Joe,Smith,"",0.0
7639,Hannah,Wilson,"",0.0
7856,Andrew,Smith,"",0.0
8288,Olivia,Herring,"",0.0
8313,Mary,Smith,"",0.0
8493,Mark,Pena,"",0.0
85,Mary,Perez,599.9,599.9
8509,Mary,Hicks,199.99,199.99
8559,Mary,Rogers,"",0.0
8764,Mary,Curtis,"",0.0
9261,Patrick,Burnett,"",0.0
9274,Mary,Long,"",0.0
9470,Bryan,Smith,"",0.0
9534,Christopher,Smith,"",0.0
9585,Frances,Smith,"",0.0
9998,David,Conrad,"",0.0
10597,Elizabeth,Raymond,"",0.0
1074,Mary,Proctor,"",0.0
10770,Anna,Smith,"",0.0
10960,Danielle,Browning,"",0.0
11050,Karen,Jordan,"",0.0
11063,Mary,Smith,"",0.0
1143,Mary,Woods,"",0.0
11518,Mary,Bradshaw,"",0.0
11554,Hannah,Marshall,"",0.0
11555,Mary,Smith,"",0.0
11675,Mary,Smith,"",0.0
11681,Roy,Jackson,"",0.0
11787,David,Smith,"",0.0
11861,Brittany,Bentley,"",0.0
11884,Evelyn,Contreras,1519.9,1519.9
12016,Mary,Smith,"",0.0
12384,Raymond,Berry,"",0.0
1357,Mary,Smith,"",0.0
1475,Mary,Smith,"",0.0
1565,Denise,Smith,"",0.0
16,Tiffany,Smith,"",0.0
1613,Mary,Smith,"",0.0
1696,Mary,Smith,"",0.0
1711,Jason,Smith,"",0.0
1919,Mary,Middleton,"",0.0
2005,Mary,Smith,"",0.0
2167,Roger,Williams,"",0.0
251,Kelly,Adams,599.96,599.96
2862,Ashley,Castaneda,"",0.0
2977,Rose,Smith,"",0.0
3251,Kenneth,Murillo,"",0.0
3315,Andrew,Butler,429.97,429.97
3354,Russell,Flores,150.0,150.0
35,Margaret,Wright,"",0.0
3605,Mary,Sanders,"",0.0
3649,Andrew,Nguyen,"",0.0
3929,Amanda,Levy,"",0.0
4086,James,Smith,"",0.0
4198,Tammy,Guzman,"",0.0
4365,Mary,Young,"",0.0
4540,Mary,Santos,"",0.0
4633,Mary,Smith,479.92,479.92
4653,John,Brady,"",0.0
4874,Mary,Taylor,229.95,229.95
488,Mary,Dougherty,"",0.0
4930,Mary,Preston,"",0.0
4989,Mary,Smith,"",0.0
5195,Steven,Daniel,"",0.0
52,Mary,Lawson,"",0.0
5285,Heather,Bentley,"",0.0
5469,Mary,Bradley,"",0.0
5525,Kevin,Smith,"",0.0
5845,Daniel,Bruce,"",0.0
5934,Mary,Summers,"",0.0
6118,Mary,Smith,129.99,129.99
6173,Amanda,Lewis,429.87,429.87
634,Jack,Edwards,649.91,649.91
644,Mary,Smith,"",0.0
6886,Jessica,Peck,804.9300000000001,804.9300000000001
7185,Amber,Smith,409.92,409.92
7222,Jesse,Stein,"",0.0
7313,Shirley,Berry,"",0.0
7323,Sarah,Neal,"",0.0
742,Mary,Park,"",0.0
7590,Robert,Johnson,549.9,549.9
7629,Nancy,Pena,"",0.0
7715,Mary,Bennett,"",0.0
8071,Gary,Baker,"",0.0
8546,Mary,Smith,"",0.0
9591,Mary,Gonzalez,"",0.0
9598,Mary,Golden,"",0.0
973,Linda,Hart,"",0.0
9815,Cheryl,Simmons,"",0.0
10792,Frank,Stokes,"",0.0
11162,James,Smith,"",0.0
11291,Mary,Ramirez,"",0.0
11357,Mary,Smith,"",0.0
11470,Mary,Strong,"",0.0
11517,Kathy,Kelley,"",0.0
11734,Lori,Smith,"",0.0
11897,Virginia,Herrera,"",0.0
11917,Matthew,Brooks,939.92,939.92
12005,Mary,Burton,"",0.0
12061,Ruth,Huffman,"",0.0
12225,Helen,Hardin,"",0.0
12227,Mary,Rivera,429.97,429.97
12246,Anthony,Golden,"",0.0
1405,Mary,Cowan,399.98,399.98
1598,Mary,Green,"",0.0
1635,Catherine,Smith,899.9000000000001,899.9000000000001
171,Evelyn,Potter,"",0.0
183,Wayne,Smith,"",0.0
2263,Mary,Smith,899.91,899.91
2421,Tyler,Obrien,"",0.0
2642,Mary,Gould,839.89,839.89
2671,Nancy,Moore,"",0.0
3126,Mary,Keller,"",0.0
4748,Mary,Smith,"",0.0
4835,Katherine,Diaz,"",0.0
5595,Samuel,Santos,"",0.0
5696,Mary,Rogers,"",0.0
5721,Roger,Conner,849.86,849.86
5831,Patricia,Smith,"",0.0
5961,Kevin,Ruiz,1129.8200000000002,1129.8200000000002
6251,Mary,Guerra,"",0.0
6431,Richard,Smith,"",0.0
6739,Matthew,Mullins,"",0.0
6840,Mary,Smith,"",0.0
6844,Mary,Hicks,"",0.0
6899,Mary,Smith,"",0.0
7785,Amy,Williams,"",0.0
7899,Donald,Tran,"",0.0
7985,Denise,Smith,"",0.0
807,Kevin,Benjamin,"",0.0
8150,Mary,Jennings,"",0.0
8362,Ann,Burnett,239.96,239.96
8592,Justin,Valenzuela,599.96,599.96
868,Mary,Contreras,"",0.0
8836,Barbara,Hall,"",0.0
933,Mary,Smith,"",0.0
9478,Mary,Dixon,"",0.0
9493,Mary,Smith,"",0.0
9754,Mary,Matthews,"",0.0
9767,Mary,Clayton,"",0.0
9834,Mary,Thompson,"",0.0
9932,Wayne,Smith,849.89,849.89
9948,Susan,Day,"",0.0
10000,Mary,Mcfarland,"",0.0
10291,Ann,Smith,"",0.0
10424,Beverly,Smith,"",0.0
10457,Elizabeth,Watkins,"",0.0
10475,Mary,Smith,149.94,149.94
10837,Mary,Dudley,"",0.0
10841,Mary,Snow,"",0.0
10932,Michael,Gonzales,1649.8400000000001,1649.8400000000001
11154,Pamela,Dickerson,"",0.0
11314,Ashley,Mclaughlin,"",0.0
11343,Julie,Smith,"",0.0
11448,Mary,Tucker,"",0.0
11486,Mary,Smith,129.99,129.99
11579,Mary,Contreras,"",0.0
11796,Mary,Wall,"",0.0
11802,Mary,Lindsey,"",0.0
11843,Michelle,Smith,"",0.0
11870,Rachel,Hernandez,"",0.0
11984,Richard,Smith,"",0.0
12430,Hannah,Brown,"",0.0
1303,Mary,Contreras,"",0.0
1428,Mary,Clark,"",0.0
1457,Edward,Smith,"",0.0
1476,Eugene,Bray,"",0.0
187,Mildred,Herrera,"",0.0
2000,Mary,Vance,"",0.0
2035,Mary,Salas,50.0,50.0
2303,Brittany,Smith,1679.9,1679.9
2390,Pamela,Smith,"",0.0
2765,Donald,Osborn,"",0.0
3106,Samantha,Smith,639.96,639.96
3181,Mary,Hopkins,"",0.0
3279,Mary,Wells,"",0.0
3548,Mary,Smith,"",0.0
3666,Mary,Smith,"",0.0
3691,Mary,Campos,"",0.0
4363,Mary,Smith,"",0.0
4392,Mary,Diaz,"",0.0
441,Aaron,Riddle,"",0.0
4418,Mary,Mills,"",0.0
4430,Grace,Smith,"",0.0
4511,Mary,Smith,"",0.0
4562,Mary,Smith,"",0.0
4852,Joshua,Smith,"",0.0
5130,Mary,Pope,"",0.0
5136,Mary,Yoder,"",0.0
5240,Mary,Patterson,"",0.0
5600,Helen,Smith,124.94999999999999,124.94999999999999
6945,Mary,Smith,"",0.0
7370,Paul,Hanna,"",0.0
7460,Ethan,Smith,"",0.0
7589,Mary,Smith,"",0.0
7612,Mary,Brown,"",0.0
7676,Joyce,Smith,"",0.0
7716,David,Middleton,"",0.0
7766,Jack,Smith,"",0.0
7772,Mary,Thompson,"",0.0
7778,Mary,Cross,"",0.0
7915,Justin,Murphy,"",0.0
8029,Sandra,Smith,599.97,599.97
8057,Lisa,Smith,"",0.0
8290,Benjamin,Jennings,"",0.0
8677,Cynthia,Mccoy,"",0.0
8835,Mary,Smith,"",0.0
8956,Jose,Miller,"",0.0
9007,Mary,Maynard,"",0.0
964,Mary,Frazier,979.9100000000001,979.9100000000001
9843,Brandon,Ruiz,"",0.0
9878,Mary,Pena,"",0.0
1004,Mary,Evans,"",0.0
10180,Andrea,Ferguson,"",0.0
10215,Lauren,Brown,"",0.0
10716,John,Hubbard,"",0.0
10807,Benjamin,Wilson,"",0.0
10874,Judy,Smith,999.95,999.95
11028,Mary,Long,"",0.0
11083,Evelyn,Morrison,"",0.0
11161,Mary,Pennington,459.97,459.97
11214,Joseph,Mccormick,589.8199999999999,589.8199999999999
11226,Amanda,Smith,"",0.0
11862,Mary,Smith,"",0.0
1431,Mary,Barrera,1159.94,1159.94
1514,Christine,Taylor,429.97,429.97
1664,Mary,Arnold,"",0.0
1877,Mary,Powers,399.98,399.98
1906,Raymond,Smith,559.9300000000001,559.9300000000001
1965,Mary,Boyd,"",0.0
2056,Jeffrey,Melton,"",0.0
2350,Brian,Perez,"",0.0
2403,Christopher,Hall,299.98,299.98
2522,Edward,Dominguez,"",0.0
2588,Mary,Smith,"",0.0
2703,Kimberly,Smith,"",0.0
3118,Mary,Francis,"",0.0
3300,Mary,Simpson,"",0.0
3702,Mary,Smith,"",0.0
3747,Mary,Lloyd,"",0.0
3911,Margaret,Melton,299.98,299.98
4026,Mary,Smith,879.8900000000001,879.8900000000001
410,Jack,Moore,"",0.0
4317,Jean,Sutton,"",0.0
4904,Bruce,Smith,"",0.0
5053,Mary,Smith,429.96000000000004,429.96000000000004
5116,Doris,Smith,"",0.0
5192,Susan,Smith,1269.92,1269.92
5273,Mary,Smith,"",0.0
5359,Raymond,Wu,"",0.0
5627,Judith,Ferguson,"",0.0
5960,Margaret,Smith,1119.85,1119.85
6037,Dorothy,Carter,"",0.0
6120,Mary,Smith,"",0.0
6309,Cynthia,Smith,"",0.0
71,Charles,Smith,"",0.0
7159,Frances,Smith,"",0.0
7491,Sharon,Dominguez,"",0.0
7670,Anna,Smith,729.95,729.95
7818,Matthew,Ellis,229.98000000000002,229.98000000000002
7962,Justin,Smith,"",0.0
8142,Mary,Fields,"",0.0
8516,Mary,Hughes,"",0.0
8842,Mary,Gomez,"",0.0
8918,Zachary,Rice,"",0.0
8936,Sharon,Patel,"",0.0
9133,Mary,Pennington,"",0.0
9290,Mary,Hernandez,"",0.0
9371,Mary,Patterson,"",0.0
9548,Benjamin,Washington,"",0.0
9549,Mary,Byrd,"",0.0
10285,Jason,Smith,"",0.0
10423,Mary,Rios,"",0.0
10646,Mary,Smith,"",0.0
10670,Mary,Smith,"",0.0
10834,Susan,Sullivan,"",0.0
10838,Kathryn,Smith,"",0.0
11224,Mary,Smith,"",0.0
1133,Tiffany,Ryan,"",0.0
11344,Mary,Sparks,"",0.0
11663,Emily,Hill,"",0.0
12115,Lawrence,Smith,"",0.0
12136,Mary,Smith,"",0.0
12257,Mary,Woods,"",0.0
12354,Brenda,Wells,"",0.0
1286,Nathan,Smith,"",0.0
1371,Mary,Smith,"",0.0
1416,Edward,Pugh,"",0.0
1486,Mary,Valentine,"",0.0
1783,Mary,Cooper,"",0.0
1841,Douglas,Knight,"",0.0
188,Mary,Smith,"",0.0
1962,Marie,Smith,"",0.0
2375,Mary,Smith,"",0.0
2596,Mary,Stewart,"",0.0
2604,Betty,Garrett,"",0.0
2709,Mary,Smith,"",0.0
276,Christina,Wright,"",0.0
2793,Mary,Smith,"",0.0
2821,Mary,Williams,"",0.0
2840,Emily,Adkins,"",0.0
2954,Jordan,Smith,"",0.0
298,Mary,Logan,"",0.0
3054,Gregory,Pope,324.95,324.95
3272,Julie,Smith,"",0.0
3314,Charles,Smith,869.94,869.94
3360,Mary,Bailey,"",0.0
3773,Brenda,Prince,"",0.0
3797,David,Gutierrez,699.83,699.83
4073,Mary,Smith,"",0.0
4300,Michael,Lucas,"",0.0
4373,Andrea,Elliott,"",0.0
5135,Harold,Silva,"",0.0
5190,Mary,Smith,99.96,99.96
528,Susan,Smith,"",0.0
5510,Mary,Bush,"",0.0
5513,Mary,Smith,"",0.0
5937,William,Costa,"",0.0
6159,Mary,Smith,519.96,519.96
6422,Jonathan,Richmond,"",0.0
6502,Linda,Trujillo,"",0.0
6600,Arthur,Smith,"",0.0
6625,Randy,Smith,"",0.0
7300,Kyle,Rodgers,"",0.0
7386,Joshua,Smith,579.97,579.97
749,Jesse,Matthews,"",0.0
7560,Mary,Faulkner,"",0.0
7775,Amy,Le,"",0.0
7939,Tammy,Smith,"",0.0
8019,Samantha,Smith,"",0.0
8418,Nathan,Brooks,"",0.0
8854,Carol,Smith,"",0.0
8914,Mary,Cooper,"",0.0
8979,Mary,Huffman,989.8900000000001,989.8900000000001
9469,Donald,Donaldson,449.99,449.99
959,Mary,Smith,"",0.0
98,William,Smith,"",0.0
980,James,Harper,"",0.0
9926,Aaron,Bush,579.9000000000001,579.9000000000001
10142,Teresa,Smith,"",0.0
10331,Megan,Collier,"",0.0
10552,Mary,Finley,"",0.0
10867,David,Obrien,"",0.0
10961,Mary,Smith,119.98,119.98
1141,Mary,Koch,"",0.0
11931,Elizabeth,Howell,"",0.0
12034,Mary,Smith,"",0.0
12357,Harry,Smith,"",0.0
1340,Mary,Smith,100.0,100.0
1549,Diane,Wiggins,"",0.0
195,Richard,Smith,155.97,155.97
2036,Deborah,Smith,"",0.0
223,Ralph,Smith,"",0.0
2253,Charles,Jacobs,"",0.0
2557,Mary,Bradshaw,"",0.0
3551,Richard,Kramer,"",0.0
3627,Mary,Smith,"",0.0
3821,Martha,Haas,"",0.0
4217,Paul,Doyle,"",0.0
458,Charles,Spencer,829.85,829.85
4607,Stephanie,Young,"",0.0
4609,Philip,Smith,"",0.0
466,Mary,Savage,"",0.0
47,Lori,Fuller,"",0.0
4769,Mary,Smith,"",0.0
4829,Mary,Smith,"",0.0
5152,Mary,Andrews,"",0.0
5378,Mary,Frye,699.94,699.94
5482,Anthony,Morrison,"",0.0
5665,Mary,Smith,"",0.0
568,Sean,Vaughn,"",0.0
5833,Jessica,Smith,"",0.0
5890,Mary,Baldwin,"",0.0
594,Mary,Cowan,"",0.0
629,Matthew,Huffman,"",0.0
6544,Mary,Joyce,"",0.0
6568,Mary,Wilson,299.97,299.97
6785,Mary,Davila,"",0.0
7021,Debra,Smith,"",0.0
7079,Matthew,Thomas,"",0.0
7138,Jack,Beck,"",0.0
7284,Evelyn,Smith,"",0.0
7649,Mary,Lopez,"",0.0
7714,Carolyn,Smith,"",0.0
8008,Mary,Delacruz,"",0.0
8035,Mark,Andrews,"",0.0
8113,Sean,Tate,"",0.0
8144,Mary,Summers,"",0.0
8198,Mary,Frank,"",0.0
8492,Mary,Cole,"",0.0
8562,Sara,Williams,"",0.0
8641,David,Smith,"",0.0
8710,Kathleen,Hardy,"",0.0
8767,Timothy,Mejia,"",0.0
8777,Mary,Campos,"",0.0
902,Virginia,Smith,"",0.0
9063,Dylan,Smith,"",0.0
9241,Mary,Norris,"",0.0
9587,Robert,Hawkins,"",0.0
99,Betty,Munoz,"",0.0
11061,Joseph,Webster,299.98,299.98
11197,Mary,Conrad,"",0.0
11263,Mary,Keller,"",0.0
11934,Mary,Baker,"",0.0
12183,Kathryn,Smith,"",0.0
12194,Donna,Smith,"",0.0
12263,Larry,Sullivan,"",0.0
1488,Mary,Hubbard,"",0.0
1519,Deborah,Sharp,"",0.0
1954,Mary,Smith,"",0.0
2131,Evelyn,Green,"",0.0
2319,Mary,Holland,"",0.0
2547,Walter,Fuller,"",0.0
2676,Jeffrey,Smith,"",0.0
3352,Gregory,Santiago,"",0.0
3572,Mary,Bennett,607.9300000000001,607.9300000000001
3607,Marie,Smith,"",0.0
3670,Anna,Smith,"",0.0
3947,Mary,Blake,"",0.0
4267,Ashley,Peters,"",0.0
4414,Robert,Lopez,"",0.0
4539,Jacqueline,James,"",0.0
4608,Mary,Briggs,"",0.0
4642,Mary,Nunez,239.97,239.97
4825,Jack,Boyle,"",0.0
4929,Janet,Harvey,"",0.0
5129,Dennis,Smith,"",0.0
5173,Mary,Smith,"",0.0
5308,Mary,Smith,"",0.0
5443,Mary,Smith,"",0.0
5662,Mary,Figueroa,"",0.0
5712,Mary,Smith,"",0.0
5870,John,Hughes,"",0.0
6057,Mary,Lyons,"",0.0
6067,Mary,Smith,"",0.0
6203,Jacqueline,Oconnor,279.93,279.93
6514,Crystal,Contreras,"",0.0
6652,Sharon,Hammond,"",0.0
6714,Christina,Smith,"",0.0
6896,Donna,Smith,"",0.0
6929,Mary,Lopez,509.90999999999997,509.90999999999997
697,Harold,Pratt,1624.8600000000001,1624.8600000000001
7018,Sarah,Smith,"",0.0
7202,Beverly,Smith,"",0.0
7212,Mary,Howard,"",0.0
7401,Mary,Moore,"",0.0
7729,Jane,Smith,"",0.0
7975,Eugene,Davila,"",0.0
8160,Mary,Young,"",0.0
8255,Mary,Smith,"",0.0
8455,Brian,Vega,"",0.0
8724,Michael,House,"",0.0
8741,Gregory,Smith,"",0.0
8846,Thomas,Smith,"",0.0
8927,Emily,Johnson,669.9300000000001,669.9300000000001
9008,Ann,Smith,"",0.0
9131,Mary,Smith,"",0.0
9300,Mary,Smith,"",0.0
10047,Ruth,Parker,"",0.0
10442,Mary,Hall,"",0.0
10483,Barbara,Foster,"",0.0
10669,Michael,Cowan,399.87,399.87
107,Mary,Weaver,"",0.0
110,David,Miranda,"",0.0
11077,Andrew,Smith,529.95,529.95
11221,Mary,Pittman,"",0.0
11414,Mary,Maxwell,"",0.0
11514,Shirley,Carlson,"",0.0
11809,Eric,Smith,"",0.0
1185,Rachel,Smith,"",0.0
12395,Mary,Smith,"",0.0
12433,Benjamin,Garcia,"",0.0
1269,Mary,Young,"",0.0
1375,Linda,Smith,1029.94,1029.94
2396,Mary,Payne,"",0.0
2795,Jack,King,"",0.0
2811,Thomas,Smith,"",0.0
3003,Lawrence,Murphy,"",0.0
3153,Mary,Smith,"",0.0
3248,Janet,Ochoa,"",0.0
3446,Kathryn,Wright,"",0.0
372,Mary,Smith,629.9200000000001,629.9200000000001
3771,David,Phelps,"",0.0
4018,Mildred,Smith,"",0.0
4323,Steven,Smith,"",0.0
4389,Heather,Walker,"",0.0
4466,Rachel,Shaw,"",0.0
4702,Mary,Smith,199.99,199.99
5282,Gary,Johnson,"",0.0
5503,Tiffany,Smith,"",0.0
554,Mary,Branch,"",0.0
565,Christian,Smith,"",0.0
5701,Mary,Smith,"",0.0
5880,Jennifer,Kerr,629.95,629.95
6315,Mary,Lee,"",0.0
6559,Mary,Dyer,"",0.0
6655,Ashley,Smith,"",0.0
6745,Mary,Smith,"",0.0
6956,Mary,Anderson,589.86,589.86
7087,Donna,Smith,"",0.0
726,Barbara,Myers,"",0.0
7295,Mary,Smith,"",0.0
7325,Mary,Smith,"",0.0
7326,Susan,Smith,"",0.0
7333,Julia,Smith,"",0.0
7399,Mary,Valdez,"",0.0
7505,Sharon,Juarez,"",0.0
7529,John,Smith,"",0.0
7867,Mary,Glenn,"",0.0
8575,Mary,Mueller,"",0.0
8812,Mary,Woodward,"",0.0
892,Laura,Smith,"",0.0
9001,Mary,Smith,689.9300000000001,689.9300000000001
9080,Mary,Macias,549.88,549.88
9866,Willie,Ramos,"",0.0
10350,James,Smith,"",0.0
10634,Mary,King,"",0.0
1076,Tyler,Thompson,"",0.0
10921,Jerry,Sherman,"",0.0
11100,Barbara,Tucker,"",0.0
11110,Jean,Parker,"",0.0
11342,Steven,Booker,"",0.0
11395,Mary,Schmidt,"",0.0
11435,Amber,Smith,"",0.0
11714,Larry,Terrell,"",0.0
1191,Mary,Fitzpatrick,"",0.0
11967,Mary,Beard,"",0.0
12149,Mary,Smith,"",0.0
12308,Joseph,Smith,"",0.0
12332,Kelly,Jones,729.9100000000001,729.9100000000001
1721,Jeremy,Hart,"",0.0
1770,John,Avila,"",0.0
2640,Charles,Wong,"",0.0
2776,James,Meadows,"",0.0
2805,Willie,Smith,"",0.0
2823,Danielle,Smith,"",0.0
3176,Donna,Smith,"",0.0
3524,John,Smith,"",0.0
3527,Mary,Smith,"",0.0
3622,Donald,Stanley,489.96000000000004,489.96000000000004
3653,Peter,Smith,"",0.0
3672,James,Park,"",0.0
3860,Susan,Walker,"",0.0
3883,Marie,Gomez,359.96000000000004,359.96000000000004
3958,Ashley,Moreno,"",0.0
3976,Johnny,Costa,"",0.0
4549,Mary,Jones,"",0.0
4570,Karen,Morrison,"",0.0
4652,Mary,Smith,"",0.0
4667,Cheryl,Gonzalez,1579.8100000000002,1579.8100000000002
4699,William,Smith,"",0.0
